unique_id,min_date,max_date,lifetime,n_records,n_zero,% zero,n_consecutive_weeks,ok_zeros,ok_2years,ok_sales_last_2months,time_series
13418001,2016-02-29,2023-02-27,365.0,366,301.0,82.2,11,0,1,1,0
134184,2015-11-23,2023-02-27,379.0,380,35.0,9.2,35,1,1,1,1
13418440,2016-02-22,2023-02-06,363.0,364,125.0,34.3,14,0,1,1,0
134215001,2020-07-06,2022-01-17,80.0,81,21.0,25.9,17,0,0,0,0
134215002,2020-06-01,2022-01-17,85.0,86,18.0,20.9,28,0,0,0,0
134215010,2020-06-01,2021-11-01,74.0,75,29.0,38.7,9,0,0,0,0
134215012,2020-11-09,2022-03-28,72.0,73,18.0,24.7,28,0,0,0,0
134215020,2021-01-04,2021-11-08,44.0,45,6.0,13.3,17,1,0,0,0
134215021,2020-01-27,2022-04-04,114.0,115,22.0,19.1,65,1,1,0,0
134215022,2021-01-25,2021-11-15,42.0,43,10.0,23.3,10,0,0,0,0
134221,2016-03-21,2023-02-20,361.0,362,127.0,35.1,32,0,1,1,0
134231,2015-12-28,2018-05-14,124.0,125,31.0,24.8,16,0,1,0,0
134232,2015-12-28,2023-02-27,374.0,375,34.0,9.1,133,1,1,1,1
134233,2016-01-04,2023-02-27,373.0,374,68.0,18.2,48,1,1,1,1
13424010,2016-02-01,2023-02-20,368.0,369,44.0,11.9,55,1,1,1,1
13424020,2020-01-06,2023-02-27,164.0,165,52.0,31.5,12,0,1,1,0
13424030,2017-02-27,2023-02-13,311.0,312,87.0,27.9,25,0,1,1,0
13425001,2015-12-07,2021-02-08,270.0,271,163.0,60.1,94,0,1,0,0
134302,2016-02-08,2023-03-06,369.0,370,67.0,18.1,22,1,1,1,1
134315001,2020-11-16,2023-02-27,119.0,120,0.0,0.0,120,1,1,1,1
134315002,2021-02-08,2023-02-27,107.0,108,9.0,8.3,24,1,0,1,0
134315003,2021-05-24,2023-02-27,92.0,93,7.0,7.5,37,1,0,1,0
134315004,2021-11-01,2023-02-27,69.0,70,14.0,20.0,19,0,0,1,0
134315005,2021-03-01,2023-02-27,104.0,105,22.0,21.0,20,0,0,1,0
134315006,2020-09-14,2023-02-20,127.0,128,33.0,25.8,11,0,1,1,0
134315009,2021-05-17,2023-02-27,93.0,94,25.0,26.6,11,0,0,1,0
134315010,2022-02-14,2023-02-27,54.0,55,11.0,20.0,12,0,0,1,0
134315010NM,2022-12-26,2023-02-27,9.0,10,0.0,0.0,10,1,0,1,0
134315011,2021-11-29,2023-02-20,64.0,65,26.0,40.0,10,0,0,1,0
134315012,2021-03-08,2023-02-27,103.0,104,8.0,7.7,28,1,0,1,0
13431513,2021-04-19,2023-02-27,97.0,98,15.0,15.3,27,1,0,1,0
134331,2015-12-28,2023-02-27,374.0,375,121.0,32.3,15,0,1,1,0
13434010,2015-12-28,2023-02-27,374.0,375,88.0,23.5,52,0,1,1,0
13434020,2016-01-11,2023-02-13,370.0,371,179.0,48.2,21,0,1,1,0
13434120,2016-02-01,2023-01-30,365.0,366,209.0,57.1,10,0,1,1,0
134431,2016-02-22,2018-02-26,105.0,106,26.0,24.5,10,0,0,0,0
134432,2016-01-11,2023-02-27,372.0,373,48.0,12.9,50,1,1,1,1
134433,2016-01-04,2023-01-30,369.0,370,59.0,15.9,38,1,1,1,1
134445,2016-01-11,2023-02-20,371.0,372,82.0,22.0,28,0,1,1,0
134512,2015-12-28,2023-02-27,374.0,375,100.0,26.7,51,0,1,1,0
134516,2015-12-28,2023-02-27,374.0,375,25.0,6.7,66,1,1,1,1
134520,2016-05-16,2022-10-24,336.0,337,144.0,42.7,10,0,1,0,0
13452102,2015-12-14,2023-02-27,376.0,377,7.0,1.9,190,1,1,1,1
13452102NM,2020-05-04,2023-02-27,147.0,148,27.0,18.2,30,1,1,1,1
134522,2016-02-01,2023-02-20,368.0,369,181.0,49.1,15,0,1,1,0
13452202,2017-01-02,2023-02-20,320.0,321,33.0,10.3,58,1,1,1,1
13452202NM,2021-03-01,2023-02-27,104.0,105,47.0,44.8,9,0,0,1,0
134530,2016-01-04,2022-03-14,323.0,324,92.0,28.4,23,0,1,0,0
134531,2016-01-04,2022-10-03,352.0,353,147.0,41.6,19,0,1,0,0
13453410,2016-03-28,2023-02-27,361.0,362,59.0,16.3,20,1,1,1,1
13453420,2015-12-28,2023-02-27,374.0,375,7.0,1.9,134,1,1,1,1
13453430,2015-12-28,2023-02-27,374.0,375,8.0,2.1,73,1,1,1,1
13453440,2015-12-21,2023-02-20,374.0,375,42.0,11.2,111,1,1,1,1
13454010,2015-12-14,2023-03-06,377.0,378,0.0,0.0,378,1,1,1,1
13454010P,2022-02-14,2023-02-27,54.0,55,3.0,5.5,29,1,0,1,0
13454030,2016-01-11,2023-02-27,372.0,373,24.0,6.4,94,1,1,1,1
13454050,2016-02-15,2023-02-20,366.0,367,76.0,20.7,19,0,1,1,0
13454060,2015-12-28,2023-02-27,374.0,375,4.0,1.1,192,1,1,1,1
13454070,2016-03-14,2023-02-27,363.0,364,65.0,17.9,21,1,1,1,1
13454110,2016-01-04,2023-02-27,373.0,374,29.0,7.8,57,1,1,1,1
13454160,2015-12-28,2023-02-27,374.0,375,4.0,1.1,241,1,1,1,1
13454190,2016-01-04,2023-02-27,373.0,374,51.0,13.6,40,1,1,1,1
134550,2016-05-16,2023-01-02,346.0,347,235.0,67.7,11,0,1,0,0
134611,2015-12-21,2023-02-20,374.0,375,61.0,16.3,149,1,1,1,1
134612,2015-12-14,2023-02-27,376.0,377,1.0,0.3,367,1,1,1,1
134617,2016-01-04,2023-02-27,373.0,374,4.0,1.1,222,1,1,1,1
134618,2016-01-11,2023-02-27,372.0,373,6.0,1.6,133,1,1,1,1
134619,2015-12-28,2023-02-27,374.0,375,36.0,9.6,35,1,1,1,1
13462101,2015-12-21,2023-02-27,375.0,376,14.0,3.7,116,1,1,1,1
13462102,2015-12-21,2023-02-27,375.0,376,36.0,9.6,80,1,1,1,1
13462102NM,2020-06-15,2023-02-27,141.0,142,56.0,39.4,9,0,1,1,0
13462104,2016-12-19,2023-02-27,323.0,324,21.0,6.5,60,1,1,1,1
13462104AC,2022-09-26,2023-02-27,22.0,23,7.0,30.4,10,0,0,1,0
13462104NM,2022-01-03,2023-02-27,60.0,61,11.0,18.0,13,1,0,1,0
13462202,2017-01-23,2023-02-27,318.0,319,109.0,34.2,16,0,1,1,0
134627,2015-12-14,2023-02-27,376.0,377,3.0,0.8,151,1,1,1,1
134628,2016-01-11,2023-02-27,372.0,373,57.0,15.3,55,1,1,1,1
134629,2016-01-25,2023-03-06,371.0,372,71.0,19.1,48,1,1,1,1
13463410,2015-12-14,2023-02-27,376.0,377,2.0,0.5,224,1,1,1,1
13463410NM,2022-02-28,2023-02-27,52.0,53,4.0,7.5,28,1,0,1,0
13463420,2016-01-04,2023-02-20,372.0,373,50.0,13.4,130,1,1,1,1
13463430,2015-12-21,2023-03-06,376.0,377,20.0,5.3,114,1,1,1,1
13463440,2016-05-23,2023-01-09,346.0,347,122.0,35.2,13,0,1,0,0
13463450,2022-01-03,2023-02-13,58.0,59,15.0,25.4,13,0,0,1,0
13463460,2015-12-28,2023-02-27,374.0,375,3.0,0.8,208,1,1,1,1
13463810,2017-04-03,2023-02-27,308.0,309,119.0,38.5,16,0,1,1,0
13463910,2018-03-26,2023-02-20,256.0,257,67.0,26.1,13,0,1,1,0
134714,2016-01-04,2023-02-27,373.0,374,21.0,5.6,219,1,1,1,1
134715,2017-02-27,2023-02-06,310.0,311,116.0,37.3,22,0,1,1,0
134732,2017-01-09,2021-10-18,249.0,250,181.0,72.4,9,0,1,0,0
134738,2016-03-28,2023-02-27,361.0,362,112.0,30.9,16,0,1,1,0
13474010,2016-09-05,2023-02-27,338.0,339,67.0,19.8,39,1,1,1,1
13474110,2016-01-04,2023-02-27,373.0,374,19.0,5.1,62,1,1,1,1
13474210,2016-01-04,2023-02-20,372.0,373,57.0,15.3,31,1,1,1,1
13474220,2016-01-04,2023-02-20,372.0,373,148.0,39.7,13,0,1,1,0
13474310,2016-01-11,2023-02-27,372.0,373,36.0,9.7,44,1,1,1,1
134748,2015-12-07,2023-02-27,377.0,378,2.0,0.5,166,1,1,1,1
134757,2015-12-21,2023-02-27,375.0,376,50.0,13.3,66,1,1,1,1
134758,2015-12-28,2023-02-13,372.0,373,272.0,72.9,28,0,1,1,0
134802,2016-01-04,2017-08-21,85.0,86,29.0,33.7,17,0,0,0,0
134808,2015-12-21,2023-02-27,375.0,376,88.0,23.4,26,0,1,1,0
134821,2016-01-04,2022-02-28,321.0,322,90.0,28.0,26,0,1,0,0
134823,2015-12-21,2022-02-28,323.0,324,3.0,0.9,223,1,1,0,0
134831,2016-01-04,2022-09-12,349.0,350,238.0,68.0,60,0,1,0,0
134835,2015-12-21,2023-02-27,375.0,376,15.0,4.0,211,1,1,1,1
134870,2016-01-04,2023-02-27,373.0,374,175.0,46.8,15,0,1,1,0
134871,2016-03-28,2023-02-27,361.0,362,187.0,51.7,11,0,1,1,0
134873,2016-09-05,2023-02-13,336.0,337,157.0,46.6,15,0,1,1,0
134903,2016-03-28,2023-01-23,356.0,357,213.0,59.7,18,0,1,1,0
134923,2016-01-18,2023-02-27,371.0,372,139.0,37.4,19,0,1,1,0
134944,2016-01-04,2023-02-27,373.0,374,39.0,10.4,32,1,1,1,1
134951,2016-01-04,2023-02-27,373.0,374,75.0,20.1,27,0,1,1,0
13499501,2021-05-17,2023-02-13,91.0,92,37.0,40.2,11,0,0,1,0
137104,2015-12-28,2021-02-15,268.0,269,117.0,43.5,12,0,1,0,0
137106,2015-12-14,2019-11-25,206.0,207,57.0,27.5,35,0,1,0,0
139102,2015-12-21,2023-01-23,370.0,371,3.0,0.8,257,1,1,1,1
13910210P,2016-04-25,2016-09-19,21.0,22,5.0,22.7,12,0,0,0,0
139103,2015-12-21,2023-02-13,373.0,374,46.0,12.3,81,1,1,1,1
139103DA,2016-02-01,2022-04-25,325.0,326,231.0,70.9,11,0,1,0,0
139104,2016-02-29,2022-12-12,354.0,355,155.0,43.7,15,0,1,0,0
139120,2015-12-21,2023-02-20,374.0,375,38.0,10.1,217,1,1,1,1
139441,2015-12-21,2023-02-27,375.0,376,11.0,2.9,154,1,1,1,1
14210302,2015-12-28,2018-11-05,149.0,150,22.0,14.7,69,1,1,0,0
14212002,2016-02-08,2021-05-03,273.0,274,173.0,63.1,23,0,1,0,0
14216702,2016-06-06,2020-04-06,200.0,201,131.0,65.2,15,0,1,0,0
14217002,2016-02-01,2022-03-14,319.0,320,233.0,72.8,18,0,1,0,0
143835,2015-12-28,2023-03-06,375.0,376,4.0,1.1,173,1,1,1,1
143836,2016-01-04,2023-02-27,373.0,374,47.0,12.6,54,1,1,1,1
14710302,2016-01-18,2018-08-13,134.0,135,31.0,23.0,37,0,1,0,0
1534255510,2019-11-04,2023-02-27,173.0,174,58.0,33.3,13,0,1,1,0
1534281500,2016-05-16,2023-02-20,353.0,354,155.0,43.8,10,0,1,1,0
1534880010,2016-12-12,2023-02-27,324.0,325,156.0,48.0,10,0,1,1,0
1570444510,2016-12-05,2023-02-20,324.0,325,110.0,33.8,17,0,1,1,0
16110342AC,2022-06-20,2023-02-27,36.0,37,9.0,24.3,18,0,0,1,0
16110342NM,2020-05-25,2023-02-27,144.0,145,26.0,17.9,11,1,1,1,1
16110342OM,2021-12-27,2023-02-27,61.0,62,16.0,25.8,10,0,0,1,0
16110362,2017-01-30,2023-02-20,316.0,317,58.0,18.3,22,1,1,1,1
16110372,2015-12-14,2023-03-06,377.0,378,35.0,9.3,70,1,1,1,1
16117002,2016-01-11,2023-02-20,371.0,372,99.0,26.6,20,0,1,1,0
16118740,2016-01-04,2023-02-13,371.0,372,37.0,9.9,76,1,1,1,1
16118740NM,2020-05-18,2023-01-09,138.0,139,53.0,38.1,11,0,1,0,0
161194,2016-05-09,2023-02-13,353.0,354,136.0,38.4,45,0,1,1,0
161214,2016-02-15,2023-02-20,366.0,367,111.0,30.2,28,0,1,1,0
16123606,2021-01-18,2023-02-27,110.0,111,18.0,16.2,14,1,1,1,1
16123606NM,2022-01-24,2023-02-27,57.0,58,8.0,13.8,20,1,0,1,0
16123606OM,2021-08-30,2023-02-27,78.0,79,17.0,21.5,18,0,0,1,0
16123620,2021-05-31,2023-02-27,91.0,92,7.0,7.6,30,1,0,1,0
16123620NM,2021-08-23,2023-02-20,78.0,79,15.0,19.0,15,1,0,1,0
16123620OM,2022-06-06,2023-02-27,38.0,39,5.0,12.8,9,1,0,1,0
161446,2016-06-13,2023-02-13,348.0,349,125.0,35.8,14,0,1,1,0
161475,2015-12-07,2023-02-27,377.0,378,3.0,0.8,192,1,1,1,1
161476,2015-12-28,2023-02-27,374.0,375,134.0,35.7,32,0,1,1,0
161575ES,2016-08-29,2022-01-17,281.0,282,105.0,37.2,9,0,1,0,0
16163606,2015-12-28,2022-08-29,348.0,349,121.0,34.7,36,0,1,0,0
16163620,2016-03-07,2022-10-03,343.0,344,119.0,34.6,27,0,1,0,0
161835,2015-12-21,2023-02-27,375.0,376,1.0,0.3,364,1,1,1,1
161838,2015-12-21,2023-02-27,375.0,376,6.0,1.6,157,1,1,1,1
161839,2016-01-04,2023-02-27,373.0,374,2.0,0.5,166,1,1,1,1
161840,2015-12-14,2023-03-06,377.0,378,0.0,0.0,378,1,1,1,1
162113,2016-01-04,2023-01-16,367.0,368,35.0,9.5,36,1,1,1,1
162161,2016-01-11,2023-02-27,372.0,373,185.0,49.6,26,0,1,1,0
162177,2015-12-28,2018-06-25,130.0,131,74.0,56.5,13,0,1,0,0
162200,2016-02-08,2023-02-06,365.0,366,193.0,52.7,16,0,1,1,0
16235590,2016-02-22,2023-02-27,366.0,367,34.0,9.3,32,1,1,1,1
162435,2016-02-29,2023-02-27,365.0,366,28.0,7.7,98,1,1,1,1
162436,2015-12-21,2023-02-27,375.0,376,2.0,0.5,201,1,1,1,1
162437,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1
162438,2015-12-28,2023-02-27,374.0,375,3.0,0.8,156,1,1,1,1
162440,2015-12-14,2023-02-27,376.0,377,16.0,4.2,106,1,1,1,1
162441,2015-12-21,2023-02-27,375.0,376,20.0,5.3,125,1,1,1,1
162442,2015-12-14,2023-02-27,376.0,377,6.0,1.6,210,1,1,1,1
162453,2016-01-04,2023-02-27,373.0,374,32.0,8.6,39,1,1,1,1
162456,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1
162503,2016-02-01,2022-05-23,329.0,330,155.0,47.0,15,0,1,0,0
162540,2016-06-06,2023-02-27,351.0,352,144.0,40.9,10,0,1,1,0
162541,2016-05-02,2023-02-13,354.0,355,118.0,33.2,14,0,1,1,0
162603,2016-01-04,2020-05-18,228.0,229,44.0,19.2,31,1,1,0,0
162840,2016-01-04,2023-02-27,373.0,374,9.0,2.4,188,1,1,1,1
163103,2015-12-21,2023-01-23,370.0,371,83.0,22.4,50,0,1,1,0
163145,2016-01-25,2022-12-12,359.0,360,208.0,57.8,12,0,1,0,0
163151,2016-01-11,2022-12-05,360.0,361,161.0,44.6,17,0,1,0,0
163152,2016-01-04,2022-11-21,359.0,360,180.0,50.0,16,0,1,0,0
163275,2015-12-21,2017-04-17,69.0,70,23.0,32.9,18,0,0,0,0
1634058020,2021-09-13,2023-01-30,72.0,73,28.0,38.4,10,0,0,1,0
163874,2016-01-04,2023-01-16,367.0,368,218.0,59.2,10,0,1,1,0
169103,2015-12-28,2023-02-27,374.0,375,6.0,1.6,172,1,1,1,1
169103BT,2022-03-21,2023-03-06,50.0,51,0.0,0.0,51,1,0,1,0
169104,2017-02-13,2022-12-26,306.0,307,157.0,51.1,10,0,1,0,0
169120,2015-12-28,2023-02-06,371.0,372,19.0,5.1,222,1,1,1,1
169120BT,2022-03-21,2023-03-06,50.0,51,3.0,5.9,17,1,0,1,0
169333,2016-08-22,2022-12-19,330.0,331,88.0,26.6,19,0,1,0,0
169440,2016-01-04,2023-02-27,373.0,374,2.0,0.5,177,1,1,1,1
16944005P,2016-04-18,2017-05-29,58.0,59,13.0,22.0,17,0,0,0,0
17010302,2015-12-14,2023-02-20,375.0,376,0.0,0.0,376,1,1,1,1
1701030206P,2016-12-12,2017-05-29,24.0,25,0.0,0.0,25,1,0,0,0
1701030210P,2016-04-18,2016-10-31,28.0,29,3.0,10.3,25,1,0,0,0
1701030211,2015-12-21,2023-01-09,368.0,369,4.0,1.1,224,1,1,0,0
17010402,2016-08-29,2023-01-30,335.0,336,152.0,45.2,11,0,1,1,0
17012002,2015-12-21,2023-02-27,375.0,376,6.0,1.6,157,1,1,1,1
1701200203P,2017-02-06,2017-05-29,16.0,17,1.0,5.9,11,1,0,0,0
17016702,2015-12-21,2023-02-27,375.0,376,3.0,0.8,324,1,1,1,1
1701670205P,2016-04-18,2017-05-29,58.0,59,7.0,11.9,25,1,0,0,0
17017002,2015-12-21,2023-01-23,370.0,371,1.0,0.3,367,1,1,1,1
1701700203P,2017-01-30,2017-05-29,17.0,18,0.0,0.0,18,1,0,0,0
1701700208P,2016-04-18,2016-10-31,28.0,29,3.0,10.3,25,1,0,0,0
17017302,2017-05-15,2019-12-02,133.0,134,50.0,37.3,14,0,1,0,0
17021802,2015-12-21,2023-03-06,376.0,377,2.0,0.5,223,1,1,1,1
17031802,2015-12-28,2023-03-06,375.0,376,5.0,1.3,223,1,1,1,1
1703180205P,2016-04-18,2017-05-29,58.0,59,23.0,39.0,14,0,0,0,0
17032002,2015-12-21,2023-02-27,375.0,376,1.0,0.3,223,1,1,1,1
17033202,2016-01-04,2023-02-27,373.0,374,4.0,1.1,219,1,1,1,1
17033302,2015-12-21,2023-02-27,375.0,376,3.0,0.8,222,1,1,1,1
1703330205P,2016-04-25,2017-05-29,57.0,58,20.0,34.5,14,0,0,0,0
17041802,2016-01-04,2023-02-20,372.0,373,71.0,19.0,23,1,1,1,1
17044002,2015-12-21,2023-02-20,374.0,375,6.0,1.6,224,1,1,1,1
17044102,2015-12-14,2023-02-27,376.0,377,2.0,0.5,225,1,1,1,1
1704410205P,2016-04-18,2022-03-07,307.0,308,58.0,18.8,56,1,1,0,0
17044702,2016-01-04,2023-02-27,373.0,374,25.0,6.7,117,1,1,1,1
17110310,2019-02-11,2020-09-07,82.0,83,22.0,26.5,12,0,0,0,0
172103,2015-12-28,2023-01-30,370.0,371,16.0,4.3,137,1,1,1,1
172120,2016-01-11,2023-01-30,368.0,369,79.0,21.4,20,0,1,1,0
172218,2015-12-28,2023-02-27,374.0,375,14.0,3.7,94,1,1,1,1
172317,2016-01-04,2023-02-27,373.0,374,67.0,17.9,27,1,1,1,1
172318,2015-12-21,2023-02-27,375.0,376,28.0,7.4,39,1,1,1,1
17231811,2015-12-28,2023-02-27,374.0,375,12.0,3.2,87,1,1,1,1
172333,2016-01-04,2023-02-27,373.0,374,35.0,9.4,62,1,1,1,1
17233311,2015-12-28,2023-02-27,374.0,375,4.0,1.1,223,1,1,1,1
172367,2016-01-04,2023-01-30,369.0,370,59.0,15.9,52,1,1,1,1
172370,2015-12-14,2023-01-30,372.0,373,49.0,13.1,58,1,1,1,1
172418,2015-12-28,2023-02-27,374.0,375,2.0,0.5,208,1,1,1,1
172420,2015-12-21,2023-02-27,375.0,376,2.0,0.5,223,1,1,1,1
172440,2015-12-21,2023-02-27,375.0,376,7.0,1.9,209,1,1,1,1
172443,2015-12-21,2018-08-06,137.0,138,37.0,26.8,99,0,1,0,0
172447,2016-01-04,2023-02-27,373.0,374,81.0,21.7,24,0,1,1,0
172450,2015-12-21,2023-02-27,375.0,376,2.0,0.5,223,1,1,1,1
1734201513,2016-01-11,2017-02-13,57.0,58,22.0,37.9,24,0,0,0,0
1734201514,2021-08-30,2022-10-24,60.0,61,33.0,54.1,19,0,0,0,0
17410306,2015-12-07,2023-02-27,377.0,378,2.0,0.5,225,1,1,1,1
17410306AV,2016-02-15,2022-05-02,324.0,325,159.0,48.9,13,0,1,0,0
17410306CA,2018-01-22,2021-03-22,165.0,166,35.0,21.1,20,0,1,0,0
17410306CB,2016-01-04,2021-09-06,296.0,297,22.0,7.4,218,1,1,0,0
17412006,2015-12-14,2023-02-27,376.0,377,4.0,1.1,149,1,1,1,1
17412006AV,2017-04-24,2021-11-15,238.0,239,173.0,72.4,9,0,1,0,0
17412006CB,2016-01-04,2021-08-09,292.0,293,48.0,16.4,52,1,1,0,0
17416706,2015-12-14,2023-02-27,376.0,377,1.0,0.3,225,1,1,1,1
17416706AV,2016-10-17,2022-03-14,282.0,283,158.0,55.8,10,0,1,0,0
17416706CA,2018-01-22,2021-03-22,165.0,166,56.0,33.7,14,0,1,0,0
17416706CB,2016-01-04,2021-09-06,296.0,297,25.0,8.4,188,1,1,0,0
17417006,2015-12-07,2023-02-27,377.0,378,1.0,0.3,226,1,1,1,1
17417006AV,2016-06-13,2021-03-15,248.0,249,126.0,50.6,11,0,1,0,0
17417006CA,2018-08-27,2021-03-22,134.0,135,39.0,28.9,17,0,1,0,0
17417006CB,2016-01-04,2021-09-06,296.0,297,29.0,9.8,188,1,1,0,0
17426706,2016-08-08,2023-01-30,338.0,339,193.0,56.9,13,0,1,1,0
17433306,2015-12-21,2023-02-20,374.0,375,6.0,1.6,209,1,1,1,1
17433306CB,2016-04-11,2021-08-09,278.0,279,36.0,12.9,32,1,1,0,0
17444106,2015-12-21,2023-02-27,375.0,376,1.0,0.3,224,1,1,1,1
17444106AV,2016-02-15,2022-09-19,344.0,345,185.0,53.6,16,0,1,0,0
17444106CA,2018-01-22,2021-03-22,165.0,166,36.0,21.7,19,0,1,0,0
17444106CB,2016-01-04,2021-09-06,296.0,297,6.0,2.0,221,1,1,0,0
17510302,2016-03-21,2023-01-30,358.0,359,111.0,30.9,21,0,1,1,0
17530802,2016-02-01,2023-02-20,368.0,369,84.0,22.8,18,0,1,1,0
17910306,2016-01-04,2021-08-16,293.0,294,47.0,16.0,107,1,1,0,0
17912006,2016-09-19,2023-01-02,328.0,329,219.0,66.6,13,0,1,0,0
1794201303,2021-08-30,2023-02-20,77.0,78,48.0,61.5,19,0,0,1,0
1794201307,2016-03-28,2021-07-26,278.0,279,159.0,57.0,15,0,1,0,0
1794201411,2018-03-12,2022-04-18,214.0,215,171.0,79.5,13,0,1,0,0
181103,2015-12-21,2023-03-06,376.0,377,0.0,0.0,377,1,1,1,1
181113,2015-12-14,2023-02-27,376.0,377,14.0,3.7,89,1,1,1,1
181120,2015-12-21,2023-02-27,375.0,376,3.0,0.8,209,1,1,1,1
181164,2015-12-07,2023-01-09,370.0,371,5.0,1.3,140,1,1,0,0
1811649,2015-12-28,2023-01-16,368.0,369,47.0,12.7,53,1,1,1,1
181174,2015-12-14,2023-01-09,369.0,370,10.0,2.7,150,1,1,0,0
1811749,2016-02-01,2023-01-30,365.0,366,17.0,4.6,75,1,1,1,1
181175,2016-03-21,2018-07-09,120.0,121,25.0,20.7,39,0,1,0,0
18117705,2016-03-21,2022-12-12,351.0,352,188.0,53.4,13,0,1,0,0
18118005,2016-02-29,2023-01-30,361.0,362,141.0,39.0,20,0,1,1,0
181191,2015-12-21,2023-02-27,375.0,376,11.0,2.9,91,1,1,1,1
18119102,2021-03-15,2023-02-27,102.0,103,12.0,11.7,19,1,0,1,0
181203,2015-12-21,2023-02-27,375.0,376,4.0,1.1,209,1,1,1,1
181207,2015-12-14,2023-01-23,371.0,372,74.0,19.9,32,1,1,1,1
181217,2016-01-04,2023-02-27,373.0,374,41.0,11.0,69,1,1,1,1
181222,2016-01-04,2023-02-27,373.0,374,57.0,15.2,32,1,1,1,1
181223,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1
181333,2017-02-27,2022-06-20,277.0,278,153.0,55.0,27,0,1,0,0
181341,2016-02-01,2023-02-06,366.0,367,92.0,25.1,32,0,1,1,0
181385,2015-12-21,2023-02-27,375.0,376,13.0,3.5,139,1,1,1,1
18138502,2021-04-26,2023-01-02,88.0,89,10.0,11.2,22,1,0,0,0
18138503,2020-05-25,2023-01-30,140.0,141,8.0,5.7,67,1,1,1,1
181386,2016-08-08,2023-02-13,340.0,341,57.0,16.7,66,1,1,1,1
181403,2016-01-04,2022-10-31,356.0,357,148.0,41.5,12,0,1,0,0
181436,2015-12-21,2023-02-27,375.0,376,1.0,0.3,224,1,1,1,1
18143604P,2020-06-01,2022-03-28,95.0,96,22.0,22.9,19,0,0,0,0
181437,2015-12-14,2023-02-27,376.0,377,1.0,0.3,376,1,1,1,1
181438,2015-12-21,2023-02-27,375.0,376,0.0,0.0,376,1,1,1,1
181468,2015-12-21,2023-02-27,375.0,376,3.0,0.8,192,1,1,1,1
181474,2015-12-21,2023-02-27,375.0,376,13.0,3.5,209,1,1,1,1
181485ES,2017-06-12,2021-06-14,209.0,210,141.0,67.1,9,0,1,0,0
181486ES,2016-01-25,2021-12-06,306.0,307,104.0,33.9,18,0,1,0,0
181540,2016-02-22,2023-02-20,365.0,366,59.0,16.1,26,1,1,1,1
181703,2016-01-04,2022-12-19,363.0,364,135.0,37.1,14,0,1,0,0
18179101,2019-01-28,2022-06-27,178.0,179,71.0,39.7,28,0,1,0,0
18179201,2020-09-14,2022-06-20,92.0,93,65.0,69.9,11,0,0,0,0
18188005,2016-01-04,2023-01-16,367.0,368,43.0,11.7,84,1,1,1,1
181903,2016-02-29,2023-02-27,365.0,366,136.0,37.2,15,0,1,1,0
183333,2015-12-28,2021-09-06,297.0,298,96.0,32.2,47,0,1,0,0
183341,2016-01-11,2023-02-27,372.0,373,88.0,23.6,23,0,1,1,0
183395,2016-01-25,2022-12-26,361.0,362,142.0,39.2,19,0,1,0,0
183398,2016-05-23,2022-12-26,344.0,345,145.0,42.0,15,0,1,0,0
185103,2015-12-21,2019-01-28,162.0,163,36.0,22.1,34,0,1,0,0
185120,2016-01-11,2017-11-20,97.0,98,39.0,39.8,15,0,0,0,0
185333,2016-01-04,2019-01-21,159.0,160,43.0,26.9,20,0,1,0,0
185441,2016-01-11,2018-05-21,123.0,124,58.0,46.8,51,0,1,0,0
186103,2016-01-11,2023-02-27,372.0,373,83.0,22.3,40,0,1,1,0
186120,2016-03-28,2023-02-20,360.0,361,158.0,43.8,15,0,1,1,0
186203,2016-02-22,2023-02-27,366.0,367,94.0,25.6,34,0,1,1,0
1900170100,2017-05-29,2023-02-20,299.0,300,93.0,31.0,18,0,1,1,0
190162,2015-12-28,2023-02-27,374.0,375,36.0,9.6,85,1,1,1,1
19016402,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
19016419,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
190172,2015-12-14,2022-12-19,366.0,367,15.0,4.1,127,1,1,0,0
1901729,2017-01-09,2022-12-26,311.0,312,143.0,45.8,14,0,1,0,0
19017401,2023-01-02,2023-03-06,9.0,10,0.0,0.0,10,1,0,1,0
190186,2016-01-04,2023-02-27,373.0,374,15.0,4.0,136,1,1,1,1
19019601,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
190213,2015-12-21,2023-01-09,368.0,369,62.0,16.8,31,1,1,0,0
19021302,2021-04-05,2023-01-23,94.0,95,17.0,17.9,17,1,0,1,0
190214,2016-01-04,2023-02-06,370.0,371,36.0,9.7,57,1,1,1,1
190385,2015-12-21,2023-01-23,370.0,371,39.0,10.5,45,1,1,1,1
19038501,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
190387,2016-01-11,2022-11-28,359.0,360,103.0,28.6,24,0,1,0,0
19038701,2023-01-09,2023-03-06,8.0,9,0.0,0.0,9,1,0,1,0
19038702NM,2023-01-09,2023-03-06,8.0,9,0.0,0.0,9,1,0,1,0
