unique_id,ds,cutoff,y,AutoARIMA,AutoETS,DynamicOptimizedTheta,AutoTheta,ADIDA,CrostonClassic,IMAPA,WindowAverage
00610101NM,2022-12-18,2022-10-30,2.3025851,1.6093864,1.9346559,1.9416939,1.9652783,1.9416941,1.9369217,1.9416941,2.0573778
00610101NM,2022-12-25,2022-10-30,1.7917595,0.69315857,1.9346559,1.9416939,1.9667522,1.9416941,1.9369217,1.9416941,2.0573778
00610102,2022-05-22,2022-05-15,1.609438,1.2854136,1.4809911,1.3777449,1.3546376,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-05-29,2022-05-15,0.6931472,1.517463,1.4809911,1.3777333,1.3523176,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-06-05,2022-05-15,0.0,1.5169412,1.4809911,1.3777215,1.3499975,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-06-12,2022-05-15,1.609438,1.5164195,1.4809911,1.3777097,1.3476775,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-06-19,2022-05-15,2.3978953,1.515898,1.4809911,1.3776977,1.3453574,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-06-26,2022-05-15,1.9459101,1.5153767,1.4809911,1.3776854,1.3430374,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-07-03,2022-05-15,2.9957323,1.5148556,1.4809911,1.3776733,1.3407173,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-07-10,2022-05-15,1.3862944,1.5143347,1.4809911,1.3776609,1.3383973,1.1936558,1.5245035,1.1936558,1.3939873
00610102,2022-07-17,2022-07-10,2.8903718,1.5141815,1.5626402,1.5531957,1.5288866,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-07-24,2022-07-10,0.6931472,1.5843487,1.5626402,1.5531957,1.5264556,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-07-31,2022-07-10,0.6931472,1.5839567,1.5626402,1.5531957,1.5240247,1.6980393,1.5214386,1.6980393,2.181458
