,id,model,rmse,mae,wape_m
1365,181540,mean,2,1.8,108.6
1366,181540,random_walk,3,3.1,222.6
1367,181540,window_average,2,1.9,121.4
1368,181540,auto_arima,2,1.9,113.2
1369,181540,prophet,2,1.8,109.0
1370,18188005,mean,3,2.3,205.1
1371,18188005,random_walk,3,2.2,97.6
1372,18188005,window_average,2,1.9,69.7
1373,18188005,auto_arima,2,2.1,113.9
1374,18188005,prophet,3,2.3,207.3
1375,190162,mean,5,4.3,58.5
1376,190162,random_walk,8,6.0,115.4
1377,190162,window_average,6,4.3,61.1
1378,190162,auto_arima,6,4.3,60.4
1379,190162,prophet,5,4.3,62.1
1380,190186,mean,9,7.1,40.8
1381,190186,random_walk,11,9.5,76.7
1382,190186,window_average,9,6.8,38.9
1383,190186,auto_arima,9,7.0,40.5
1384,190186,prophet,9,7.1,41.1
1385,190214,mean,3,2.3,43.6
1386,190214,random_walk,3,2.4,49.6
1387,190214,window_average,3,2.5,33.4
1388,190214,auto_arima,2,2.0,40.3
1389,190214,prophet,2,2.1,34.3
1390,190385,mean,6,4.1,42.1
1391,190385,random_walk,10,8.9,173.8
1392,190385,window_average,6,4.3,62.5
1393,190385,auto_arima,6,4.1,42.1
1394,190385,prophet,6,4.1,40.7
1395,190652,mean,4,2.9,39.5
1396,190652,random_walk,5,4.0,70.0
1397,190652,window_average,4,3.0,33.9
1398,190652,auto_arima,4,2.8,30.0
1399,190652,prophet,4,2.9,40.9
1400,1950010126,mean,4,3.6,126.8
1401,1950010126,random_walk,4,3.5,73.5
1402,1950010126,window_average,3,2.9,62.6
1403,1950010126,auto_arima,3,3.0,81.2
1404,1950010126,prophet,4,3.6,124.3
1405,20010101,mean,10,8.7,147.3
1406,20010101,random_walk,7,5.8,68.8
1407,20010101,window_average,6,5.6,67.3
1408,20010101,auto_arima,6,5.4,62.0
1409,20010101,prophet,10,9.3,155.8
1410,20010301,mean,70,66.3,40.0
1411,20010301,random_walk,51,36.0,20.7
1412,20010301,window_average,48,37.3,14.6
1413,20010301,auto_arima,50,41.5,15.4
1414,20010301,prophet,82,77.7,50.0
1415,20010301BM,mean,4,2.9,73.0
1416,20010301BM,random_walk,3,3.1,90.9
1417,20010301BM,window_average,3,2.9,86.5
1418,20010301BM,auto_arima,3,2.7,76.5
1419,20010301BM,prophet,4,2.9,72.1
1420,20010301D,mean,6,5.2,45.3
1421,20010301D,random_walk,5,4.9,18.9
1422,20010301D,window_average,5,4.2,37.1
1423,20010301D,auto_arima,5,4.6,39.2
1424,20010301D,prophet,6,5.3,41.1
1425,20010301NM,mean,8,7.1,40.0
1426,20010301NM,random_walk,9,8.1,42.2
1427,20010301NM,window_average,7,5.8,26.8
1428,20010301NM,auto_arima,6,5.4,24.1
1429,20010301NM,prophet,8,7.1,39.8
1430,20010302,mean,9,7.8,129.5
1431,20010302,random_walk,9,6.7,97.2
1432,20010302,window_average,9,6.9,85.2
1433,20010302,auto_arima,8,6.3,65.8
1434,20010302,prophet,10,7.9,133.6
1435,20011001,mean,3,3.0,538.7
1436,20011001,random_walk,3,2.6,143.2
1437,20011001,window_average,2,1.7,97.7
1438,20011001,auto_arima,2,1.7,108.3
1439,20011001,prophet,3,3.1,563.3
1440,20012001,mean,19,16.3,65.1
1441,20012001,random_walk,15,11.7,28.9
1442,20012001,window_average,15,12.1,31.5
1443,20012001,auto_arima,15,11.5,27.3
1444,20012001,prophet,20,17.2,65.9
1445,20012001D,mean,6,4.9,54.2
1446,20012001D,random_walk,6,4.8,42.5
1447,20012001D,window_average,6,4.8,46.8
1448,20012001D,auto_arima,5,4.4,44.9
1449,20012001D,prophet,6,4.9,51.5
1450,20012002,mean,2,1.7,137.1
1451,20012002,random_walk,2,2.0,90.7
1452,20012002,window_average,2,1.5,97.5
1453,20012002,auto_arima,2,1.5,89.3
1454,20012002,prophet,2,1.8,140.4
1455,20016201,mean,2,1.5,116.7
1456,20016201,random_walk,1,1.1,65.7
1457,20016201,window_average,2,1.4,103.7
1458,20016201,auto_arima,1,1.2,67.4
1459,20016201,prophet,2,1.5,115.5
1460,20016203,mean,2,1.5,150.6
1461,20016203,random_walk,2,1.1,72.5
1462,20016203,window_average,1,1.0,60.1
1463,20016203,auto_arima,1,1.0,54.5
1464,20016203,prophet,2,1.5,156.8
1465,20016701,mean,5,3.7,91.7
1466,20016701,random_walk,5,3.2,55.2
1467,20016701,window_average,4,3.0,36.6
1468,20016701,auto_arima,4,2.8,45.8
1469,20016701,prophet,5,3.7,92.6
1470,20017001,mean,10,8.8,78.7
1471,20017001,random_walk,8,5.3,30.8
1472,20017001,window_average,8,5.6,35.8
1473,20017001,auto_arima,8,5.6,34.2
1474,20017001,prophet,10,9.1,82.8
1475,20017401,mean,3,2.2,167.4
1476,20017401,random_walk,2,1.8,114.3
1477,20017401,window_average,3,2.1,134.5
1478,20017401,auto_arima,2,1.7,97.0
1479,20017401,prophet,3,2.2,171.0
1480,20017409,mean,3,3.0,104.4
1481,20017409,random_walk,2,1.7,28.8
1482,20017409,window_average,2,1.7,34.6
1483,20017409,auto_arima,2,2.1,64.7
1484,20017409,prophet,3,3.0,102.2
1485,20017701,mean,3,2.6,92.3
1486,20017701,random_walk,4,3.2,97.1
1487,20017701,window_average,3,2.5,52.4
1488,20017701,auto_arima,3,2.5,62.5
1489,20017701,prophet,3,2.6,91.6
1490,20018001,mean,6,5.1,101.5
1491,20018001,random_walk,4,3.6,42.7
1492,20018001,window_average,3,2.7,31.0
1493,20018001,auto_arima,4,3.1,48.5
1494,20018001,prophet,6,5.4,106.4
1495,20018002,mean,10,8.6,31.8
1496,20018002,random_walk,12,8.4,52.2
1497,20018002,window_average,11,7.2,37.7
1498,20018002,auto_arima,10,7.2,31.3
1499,20018002,prophet,10,8.5,36.3
1500,20018005,mean,2,1.5,156.9
1501,20018005,random_walk,2,1.3,91.3
1502,20018005,window_average,2,1.5,203.5
1503,20018005,auto_arima,2,1.4,108.8
1504,20018005,prophet,2,1.5,149.6
1505,20018080,mean,2,2.2,136.4
1506,20018080,random_walk,2,2.1,187.5
1507,20018080,window_average,2,1.6,72.7
1508,20018080,auto_arima,2,1.6,59.3
1509,20018080,prophet,2,2.3,138.1
1510,20018201,mean,6,5.3,107.9
1511,20018201,random_walk,9,8.1,129.5
1512,20018201,window_average,6,5.1,85.4
1513,20018201,auto_arima,6,4.9,77.7
1514,20018201,prophet,6,5.3,106.1
1515,20020303,mean,9,7.8,67.5
1516,20020303,random_walk,8,7.1,39.6
1517,20020303,window_average,6,4.7,17.5
1518,20020303,auto_arima,6,4.6,27.1
1519,20020303,prophet,9,8.2,68.8
1520,20020304,mean,2,2.2,70.0
1521,20020304,random_walk,2,1.9,86.1
1522,20020304,window_average,2,1.8,41.4
1523,20020304,auto_arima,2,1.9,26.3
1524,20020304,prophet,2,2.2,68.5
1525,20020305,mean,9,7.7,66.6
1526,20020305,random_walk,8,6.9,36.7
1527,20020305,window_average,7,6.0,31.8
1528,20020305,auto_arima,6,5.4,21.7
1529,20020305,prophet,9,8.1,69.6
1530,20020306,mean,2,2.1,231.9
1531,20020306,random_walk,2,0.9,100.0
1532,20020306,window_average,2,1.1,32.6
1533,20020306,auto_arima,2,1.2,39.0
1534,20020306,prophet,2,2.2,230.2
1535,20020501,mean,3,2.3,74.9
1536,20020501,random_walk,3,2.8,99.8
1537,20020501,window_average,3,2.2,45.8
1538,20020501,auto_arima,2,1.8,38.7
1539,20020501,prophet,3,2.3,75.2
1540,20020502,mean,2,2.1,136.7
1541,20020502,random_walk,3,2.4,151.3
1542,20020502,window_average,2,1.9,81.4
1543,20020502,auto_arima,2,1.9,82.0
1544,20020502,prophet,2,2.0,129.9
1545,20020504,mean,2,1.7,76.2
1546,20020504,random_walk,2,2.0,61.9
1547,20020504,window_average,2,1.9,56.3
1548,20020504,auto_arima,2,1.7,52.6
1549,20020504,prophet,2,1.7,79.1
1550,20020505,mean,2,1.7,74.6
1551,20020505,random_walk,2,1.6,76.4
1552,20020505,window_average,2,1.4,32.8
1553,20020505,auto_arima,2,1.5,58.8
1554,20020505,prophet,2,1.7,78.1
1555,20031201,mean,2,1.5,71.3
1556,20031201,random_walk,1,1.1,57.1
1557,20031201,window_average,1,1.1,75.8
1558,20031201,auto_arima,1,1.2,35.6
1559,20031201,prophet,2,1.6,75.1
1560,20044001,mean,4,3.3,125.5
1561,20044001,random_walk,6,5.2,180.4
1562,20044001,window_average,4,3.2,101.1
1563,20044001,auto_arima,3,3.1,97.3
1564,20044001,prophet,3,3.0,120.1
1565,20047501,mean,3,2.6,145.7
1566,20047501,random_walk,3,2.4,65.0
1567,20047501,window_average,3,2.2,51.4
1568,20047501,auto_arima,3,2.4,76.3
1569,20047501,prophet,3,2.6,147.1
1570,20118001,mean,4,3.9,524.5
1571,20118001,random_walk,0,0.1,100.0
1572,20118001,window_average,0,0.1,100.0
1573,20118001,auto_arima,0,0.1,99.9
1574,20118001,prophet,4,4.0,535.4
1575,20210301,mean,15,14.1,70.6
1576,20210301,random_walk,14,12.6,50.2
1577,20210301,window_average,10,8.1,27.4
1578,20210301,auto_arima,12,11.5,48.3
1579,20210301,prophet,16,14.4,70.1
1580,20210301D,mean,3,2.3,57.3
1581,20210301D,random_walk,5,4.9,73.6
1582,20210301D,window_average,3,2.7,49.9
1583,20210301D,auto_arima,3,2.3,57.3
1584,20210301D,prophet,3,2.3,57.1
1585,20210301NM,mean,4,3.7,30.9
1586,20210301NM,random_walk,6,5.4,94.8
1587,20210301NM,window_average,4,3.6,28.9
1588,20210301NM,auto_arima,4,3.7,30.9
1589,20210301NM,prophet,4,3.7,29.5
1590,20210303,mean,3,2.9,99.5
1591,20210303,random_walk,5,4.2,230.7
1592,20210303,window_average,3,2.7,52.5
1593,20210303,auto_arima,3,2.7,81.3
1594,20210303,prophet,3,3.0,99.1
1595,20210305,mean,2,1.8,163.3
1596,20210305,random_walk,4,3.3,512.3
1597,20210305,window_average,3,2.3,292.2
1598,20210305,auto_arima,2,1.8,164.6
1599,20210305,prophet,2,1.8,160.0
1600,20212001,mean,3,2.2,87.9
1601,20212001,random_walk,3,2.5,98.8
1602,20212001,window_average,2,2.0,61.5
1603,20212001,auto_arima,2,2.1,85.1
1604,20212001,prophet,3,2.7,102.6
1605,20212001D,mean,2,1.4,68.0
1606,20212001D,random_walk,2,1.6,69.7
1607,20212001D,window_average,2,1.4,48.5
1608,20212001D,auto_arima,2,1.5,75.7
1609,20212001D,prophet,2,1.4,67.3
1610,20217001,mean,2,2.0,55.0
1611,20217001,random_walk,5,4.3,252.5
1612,20217001,window_average,2,1.9,64.5
1613,20217001,auto_arima,2,1.9,40.6
1614,20217001,prophet,2,2.0,53.9
1615,20219501,mean,2,1.7,280.7
1616,20219501,random_walk,2,1.6,134.6
1617,20219501,window_average,2,1.7,186.6
1618,20219501,auto_arima,2,1.5,235.1
1619,20219501,prophet,2,1.7,281.5
1620,20263901,mean,6,5.4,30.9
1621,20263901,random_walk,10,8.9,65.7
1622,20263901,window_average,6,5.1,21.5
1623,20263901,auto_arima,6,4.9,16.8
1624,20263901,prophet,6,5.4,28.8
1625,20263901NM,mean,4,3.2,32.4
1626,20263901NM,random_walk,4,3.1,33.4
1627,20263901NM,window_average,4,3.1,29.1
1628,20263901NM,auto_arima,4,3.4,32.6
1629,20263901NM,prophet,4,3.2,32.9
1630,20310301,mean,6,5.2,69.0
1631,20310301,random_walk,6,5.0,56.0
1632,20310301,window_average,7,5.2,50.5
1633,20310301,auto_arima,6,4.9,62.6
1634,20310301,prophet,7,5.9,65.2
1635,20310303,mean,14,11.6,48.3
1636,20310303,random_walk,18,13.7,83.3
1637,20310303,window_average,14,9.5,42.5
1638,20310303,auto_arima,14,11.0,60.0
1639,20310303,prophet,14,11.6,48.5
1640,20312003,mean,3,2.8,173.2
1641,20312003,random_walk,4,3.2,92.7
1642,20312003,window_average,4,3.1,104.0
1643,20312003,auto_arima,4,2.8,137.7
1644,20312003,prophet,3,2.8,177.8
1645,20316701,mean,6,5.1,65.4
1646,20316701,random_walk,19,17.5,190.5
1647,20316701,window_average,5,3.9,28.9
1648,20316701,auto_arima,6,5.7,57.7
1649,20316701,prophet,6,5.1,64.5
1650,20317001,mean,4,3.5,118.5
1651,20317001,random_walk,5,4.2,125.8
1652,20317001,window_average,3,2.7,51.8
1653,20317001,auto_arima,4,3.0,65.4
1654,20317001,prophet,4,3.5,118.0
1655,20318001,mean,2,1.9,54.1
1656,20318001,random_walk,4,4.0,208.4
1657,20318001,window_average,2,1.9,52.2
1658,20318001,auto_arima,2,1.9,49.2
1659,20318001,prophet,2,1.9,53.7
1660,20318002,mean,8,6.3,63.3
1661,20318002,random_walk,14,11.3,140.6
1662,20318002,window_average,8,5.9,53.4
1663,20318002,auto_arima,7,5.3,43.4
1664,20318002,prophet,8,6.6,66.2
1665,20320301,mean,6,5.0,47.6
1666,20320301,random_walk,7,5.3,45.7
1667,20320301,window_average,7,5.9,62.5
1668,20320301,auto_arima,6,5.1,46.1
1669,20320301,prophet,6,5.0,47.5
1670,20324501,mean,1,1.3,90.6
1671,20324501,random_walk,2,1.6,147.9
1672,20324501,window_average,1,1.1,58.8
1673,20324501,auto_arima,1,1.1,51.8
1674,20324501,prophet,1,1.3,90.9
1675,20410301,mean,111,97.7,38.2
1676,20410301,random_walk,82,69.8,14.8
1677,20410301,window_average,81,65.8,14.3
1678,20410301,auto_arima,80,67.6,11.5
1679,20410301,prophet,124,112.1,46.4
1680,20410301D,mean,11,10.3,84.2
1681,20410301D,random_walk,10,8.8,63.3
1682,20410301D,window_average,9,8.1,50.6
1683,20410301D,auto_arima,11,9.8,80.5
1684,20410301D,prophet,11,10.5,87.4
1685,20412001,mean,25,21.3,47.3
1686,20412001,random_walk,27,23.6,30.7
1687,20412001,window_average,24,20.6,31.3
1688,20412001,auto_arima,23,19.9,22.0
1689,20412001,prophet,26,22.5,51.6
1690,20412001D,mean,5,4.8,128.7
1691,20412001D,random_walk,7,6.3,170.8
1692,20412001D,window_average,6,5.0,118.7
1693,20412001D,auto_arima,5,4.7,120.6
1694,20412001D,prophet,5,4.9,135.0
1695,20416701,mean,23,19.6,18.4
1696,20416701,random_walk,25,21.9,21.9
1697,20416701,window_average,24,20.1,20.5
1698,20416701,auto_arima,24,19.9,18.7
1699,20416701,prophet,23,19.6,18.5
1700,20417001,mean,16,15.1,64.8
1701,20417001,random_walk,17,14.7,54.6
1702,20417001,window_average,15,11.9,48.9
1703,20417001,auto_arima,15,12.7,44.1
1704,20417001,prophet,17,15.4,64.9
1705,20417701,mean,12,9.2,23.8
1706,20417701,random_walk,20,16.9,113.8
1707,20417701,window_average,12,9.3,34.3
1708,20417701,auto_arima,12,9.6,23.1
1709,20417701,prophet,11,9.1,22.6
1710,20418001,mean,6,4.9,35.0
1711,20418001,random_walk,7,5.1,67.0
1712,20418001,window_average,6,4.5,51.1
1713,20418001,auto_arima,6,4.3,38.3
1714,20418001,prophet,6,4.9,34.4
1715,20418002,mean,11,10.2,143.9
1716,20418002,random_walk,8,7.3,82.9
1717,20418002,window_average,9,7.6,64.5
1718,20418002,auto_arima,7,6.2,45.4
1719,20418002,prophet,11,10.4,147.6
1720,20419601,mean,14,12.6,32.8
1721,20419601,random_walk,19,15.0,45.9
1722,20419601,window_average,15,12.2,31.5
1723,20419601,auto_arima,16,12.6,36.2
1724,20419601,prophet,15,13.1,33.6
1725,20419602,mean,7,5.6,35.0
1726,20419602,random_walk,12,10.2,80.6
1727,20419602,window_average,7,5.6,32.0
1728,20419602,auto_arima,7,5.3,26.7
1729,20419602,prophet,7,5.4,36.1
1730,20419603,mean,12,10.1,27.5
1731,20419603,random_walk,15,11.9,46.5
1732,20419603,window_average,12,9.6,37.6
1733,20419603,auto_arima,12,9.7,26.4
1734,20419603,prophet,12,10.2,30.3
1735,20438501,mean,7,6.6,120.5
1736,20438501,random_walk,11,10.1,158.5
1737,20438501,window_average,5,4.2,41.5
1738,20438501,auto_arima,5,4.0,33.5
1739,20438501,prophet,7,6.8,126.9
1740,20438701,mean,10,9.6,108.8
1741,20438701,random_walk,10,9.0,101.7
1742,20438701,window_average,6,4.6,35.4
1743,20438701,auto_arima,5,4.4,33.2
1744,20438701,prophet,10,9.6,106.9
1745,20438702,mean,10,9.0,106.9
1746,20438702,random_walk,8,6.8,48.6
1747,20438702,window_average,6,5.3,28.2
1748,20438702,auto_arima,6,5.2,31.7
1749,20438702,prophet,10,9.1,105.0
1750,20438703,mean,7,6.3,95.7
1751,20438703,random_walk,7,5.5,53.5
1752,20438703,window_average,6,4.8,36.1
1753,20438703,auto_arima,6,4.4,36.6
1754,20438703,prophet,7,6.5,99.1
1755,20438704,mean,6,5.4,108.7
1756,20438704,random_walk,5,4.1,41.5
1757,20438704,window_average,5,4.2,37.4
1758,20438704,auto_arima,5,4.1,44.3
1759,20438704,prophet,6,5.6,115.8
1760,20438708,mean,6,5.2,118.4
1761,20438708,random_walk,5,3.5,50.9
1762,20438708,window_average,4,3.5,36.7
1763,20438708,auto_arima,4,3.7,44.6
1764,20438708,prophet,6,5.8,113.0
1765,20439501,mean,3,2.2,260.3
1766,20439501,random_walk,2,1.8,107.1
1767,20439501,window_average,2,1.3,53.4
1768,20439501,auto_arima,2,1.4,62.3
1769,20439501,prophet,3,2.2,260.6
1770,20510301,mean,42,35.7,53.5
1771,20510301,random_walk,53,45.8,61.7
1772,20510301,window_average,33,27.8,30.7
1773,20510301,auto_arima,34,28.4,34.1
1774,20510301,prophet,45,39.8,59.1
1775,20510301D,mean,6,4.9,46.8
1776,20510301D,random_walk,6,5.3,59.6
1777,20510301D,window_average,7,5.5,60.4
1778,20510301D,auto_arima,6,4.8,46.1
1779,20510301D,prophet,6,4.7,41.2
1780,20510303,mean,5,4.7,69.9
1781,20510303,random_walk,13,11.5,173.0
1782,20510303,window_average,5,4.6,49.5
1783,20510303,auto_arima,6,4.8,67.0
1784,20510303,prophet,5,4.8,69.9
1785,20510305,mean,4,3.2,32.9
1786,20510305,random_walk,5,4.7,57.4
1787,20510305,window_average,4,3.0,19.0
1788,20510305,auto_arima,4,2.8,22.9
1789,20510305,prophet,4,3.3,35.2
1790,20511201,mean,11,8.9,47.4
1791,20511201,random_walk,12,9.0,78.4
1792,20511201,window_average,11,9.1,37.2
1793,20511201,auto_arima,11,8.9,48.0
1794,20511201,prophet,11,8.9,46.3
1795,20512001,mean,8,7.6,59.6
1796,20512001,random_walk,13,11.2,98.2
1797,20512001,window_average,7,5.7,28.3
1798,20512001,auto_arima,7,6.4,42.0
1799,20512001,prophet,9,8.0,64.4
1800,20512001D,mean,3,2.7,60.5
1801,20512001D,random_walk,4,3.6,91.6
1802,20512001D,window_average,3,2.8,64.9
1803,20512001D,auto_arima,3,2.7,57.8
1804,20512001D,prophet,3,2.6,45.1
1805,20516701,mean,6,5.2,103.9
1806,20516701,random_walk,6,4.6,75.6
1807,20516701,window_average,9,7.2,154.9
1808,20516701,auto_arima,6,5.1,104.8
1809,20516701,prophet,6,5.3,108.0
1810,20517001,mean,4,3.3,84.0
1811,20517001,random_walk,3,2.6,47.8
1812,20517001,window_average,4,2.9,54.2
1813,20517001,auto_arima,4,3.0,65.2
1814,20517001,prophet,4,3.2,80.6
1815,205174019,mean,4,3.3,315.8
1816,205174019,random_walk,4,3.8,103.8
1817,205174019,window_average,3,2.8,130.0
1818,205174019,auto_arima,3,2.9,187.3
1819,205174019,prophet,4,3.1,193.5
1820,20518001,mean,2,1.7,137.0
1821,20518001,random_walk,1,1.0,64.0
1822,20518001,window_average,1,1.1,79.9
1823,20518001,auto_arima,1,1.2,66.4
1824,20518001,prophet,2,1.7,148.6
1825,20518002,mean,14,11.4,74.4
1826,20518002,random_walk,14,9.9,54.1
1827,20518002,window_average,14,9.7,53.1
1828,20518002,auto_arima,13,9.1,45.2
1829,20518002,prophet,14,11.5,77.5
1830,20518201,mean,12,10.5,40.6
1831,20518201,random_walk,13,11.2,48.3
1832,20518201,window_average,14,12.2,51.0
1833,20518201,auto_arima,11,9.3,27.3
1834,20518201,prophet,12,10.5,39.1
1835,20518301,mean,4,3.1,190.7
1836,20518301,random_walk,4,3.6,231.9
1837,20518301,window_average,4,3.4,225.3
1838,20518301,auto_arima,4,3.2,163.9
1839,20518301,prophet,4,3.1,187.8
1840,20522201,mean,2,1.9,52.6
1841,20522201,random_walk,2,1.9,56.4
1842,20522201,window_average,2,1.9,43.3
1843,20522201,auto_arima,2,1.8,44.1
1844,20522201,prophet,2,1.8,53.4
1845,20522301,mean,13,12.5,80.7
1846,20522301,random_walk,7,5.9,19.6
1847,20522301,window_average,6,5.0,16.7
1848,20522301,auto_arima,7,6.3,28.7
1849,20522301,prophet,14,13.3,83.7
1850,20522301NM,mean,3,2.1,20.2
1851,20522301NM,random_walk,3,2.5,48.7
1852,20522301NM,window_average,3,2.2,21.3
1853,20522301NM,auto_arima,2,2.1,16.7
1854,20522301NM,prophet,3,2.0,28.4
1855,20531201,mean,2,1.5,60.0
1856,20531201,random_walk,2,1.5,68.0
1857,20531201,window_average,1,1.3,40.2
1858,20531201,auto_arima,2,1.3,44.1
1859,20531201,prophet,2,1.5,58.9
1860,20539501,mean,2,1.8,124.0
1861,20539501,random_walk,2,2.1,120.0
1862,20539501,window_average,2,1.4,60.0
1863,20539501,auto_arima,2,1.7,120.3
1864,20539501,prophet,2,1.8,124.5
1865,20544001,mean,4,2.8,57.4
1866,20544001,random_walk,5,4.8,92.4
1867,20544001,window_average,4,3.6,65.8
1868,20544001,auto_arima,4,3.0,58.6
1869,20544001,prophet,4,3.0,47.5
1870,20544001NM,mean,1,1.4,33.8
1871,20544001NM,random_walk,2,1.8,78.8
1872,20544001NM,window_average,2,1.6,54.4
1873,20544001NM,auto_arima,1,1.4,33.8
1874,20544001NM,prophet,1,1.3,23.9
1875,20548601,mean,6,4.5,76.3
1876,20548601,random_walk,10,9.0,271.2
1877,20548601,window_average,6,4.3,56.9
1878,20548601,auto_arima,6,4.5,60.9
1879,20548601,prophet,5,4.3,68.5
1880,20548601NM,mean,2,1.7,147.8
1881,20548601NM,random_walk,3,2.5,262.5
1882,20548601NM,window_average,2,2.1,214.7
1883,20548601NM,auto_arima,2,1.7,147.8
1884,20548601NM,prophet,2,1.6,152.6
1885,20548702,mean,2,1.5,36.8
1886,20548702,random_walk,2,2.2,78.4
1887,20548702,window_average,2,1.7,59.9
1888,20548702,auto_arima,2,1.5,36.8
1889,20548702,prophet,2,1.5,35.4
1890,20560302,mean,4,3.0,180.1
1891,20560302,random_walk,4,2.4,56.9
1892,20560302,window_average,3,2.5,51.5
1893,20560302,auto_arima,3,2.7,128.3
1894,20560302,prophet,4,3.0,189.0
1895,20718201,mean,3,2.9,41.4
1896,20718201,random_walk,4,2.8,39.9
1897,20718201,window_average,3,2.6,26.5
1898,20718201,auto_arima,3,2.9,38.0
1899,20718201,prophet,3,2.9,42.9
1900,20718202,mean,3,2.3,38.9
1901,20718202,random_walk,3,2.8,56.2
1902,20718202,window_average,3,2.3,47.3
1903,20718202,auto_arima,3,2.3,39.4
1904,20718202,prophet,3,2.2,48.4
1905,20725201,mean,4,3.5,97.8
1906,20725201,random_walk,4,3.0,72.1
1907,20725201,window_average,3,2.8,50.2
1908,20725201,auto_arima,3,2.3,27.2
1909,20725201,prophet,4,3.4,91.2
1910,20725204,mean,3,2.2,66.0
1911,20725204,random_walk,3,2.2,63.9
1912,20725204,window_average,3,2.7,69.8
1913,20725204,auto_arima,2,2.0,43.0
1914,20725204,prophet,2,2.1,31.2
1915,20735201,mean,4,3.0,28.9
1916,20735201,random_walk,4,3.6,29.3
1917,20735201,window_average,4,3.4,37.5
1918,20735201,auto_arima,4,3.2,30.2
1919,20735201,prophet,4,3.0,27.7
1920,20735201NM,mean,2,1.9,31.2
1921,20735201NM,random_walk,3,2.2,73.0
1922,20735201NM,window_average,2,2.1,49.8
1923,20735201NM,auto_arima,2,2.0,67.0
1924,20735201NM,prophet,2,1.9,31.4
1925,21027301,mean,1,1.2,76.3
1926,21027301,random_walk,2,1.2,86.2
1927,21027301,window_average,1,0.8,35.2
1928,21027301,auto_arima,1,1.0,46.6
1929,21027301,prophet,1,1.2,77.7
1930,21027313,mean,3,2.3,59.1
1931,21027313,random_walk,5,4.4,144.3
1932,21027313,window_average,3,2.3,59.8
1933,21027313,auto_arima,3,2.3,59.1
1934,21027313,prophet,3,2.3,44.4
1935,21027391,mean,2,1.4,69.5
1936,21027391,random_walk,2,2.0,104.1
1937,21027391,window_average,2,1.4,83.0
1938,21027391,auto_arima,2,1.5,75.7
1939,21027391,prophet,2,1.4,68.3
1940,21027399,mean,3,2.5,313.8
1941,21027399,random_walk,3,2.3,130.8
1942,21027399,window_average,3,2.4,172.9
1943,21027399,auto_arima,3,2.4,276.5
1944,21027399,prophet,3,2.5,322.5
1945,21110301,mean,31,24.5,18.2
1946,21110301,random_walk,28,22.7,14.0
1947,21110301,window_average,29,23.3,16.6
1948,21110301,auto_arima,26,22.4,10.8
1949,21110301,prophet,29,22.4,17.0
1950,21110301AC,mean,4,3.3,40.2
1951,21110301AC,random_walk,4,3.8,44.4
1952,21110301AC,window_average,4,4.0,63.8
1953,21110301AC,auto_arima,4,3.4,48.6
1954,21110301AC,prophet,4,3.3,39.7
1955,21110301BM,mean,3,2.9,30.9
1956,21110301BM,random_walk,5,4.3,49.4
1957,21110301BM,window_average,4,3.1,28.4
1958,21110301BM,auto_arima,4,3.1,32.4
1959,21110301BM,prophet,3,3.0,33.5
1960,21110301D,mean,14,12.9,35.9
1961,21110301D,random_walk,12,10.4,31.0
1962,21110301D,window_average,12,10.4,32.1
1963,21110301D,auto_arima,10,9.3,22.6
1964,21110301D,prophet,14,12.9,38.4
1965,21110301KM,mean,4,3.3,20.7
1966,21110301KM,random_walk,5,4.3,56.7
1967,21110301KM,window_average,4,3.4,19.9
1968,21110301KM,auto_arima,4,3.1,19.3
1969,21110301KM,prophet,4,3.2,21.8
1970,21110301NM,mean,23,19.4,19.3
1971,21110301NM,random_walk,28,25.1,23.9
1972,21110301NM,window_average,25,21.8,20.6
1973,21110301NM,auto_arima,28,24.3,28.5
1974,21110301NM,prophet,23,19.0,21.1
1975,21110301OM,mean,3,2.4,30.0
1976,21110301OM,random_walk,4,3.8,65.3
1977,21110301OM,window_average,3,2.3,27.5
1978,21110301OM,auto_arima,3,2.4,29.0
1979,21110301OM,prophet,3,2.4,30.1
1980,21110301OR,mean,3,2.0,96.1
1981,21110301OR,random_walk,3,2.1,57.3
1982,21110301OR,window_average,2,2.0,57.9
1983,21110301OR,auto_arima,2,2.1,71.5
1984,21110301OR,prophet,3,2.0,97.0
1985,21110302,mean,3,2.4,41.6
1986,21110302,random_walk,3,2.9,66.5
1987,21110302,window_average,3,2.5,37.0
1988,21110302,auto_arima,3,2.4,38.9
1989,21110302,prophet,3,2.5,45.7
1990,21110302NM,mean,3,2.6,61.7
1991,21110302NM,random_walk,3,2.7,57.4
1992,21110302NM,window_average,3,2.7,58.1
1993,21110302NM,auto_arima,3,2.6,61.7
1994,21110302NM,prophet,3,2.6,47.5
1995,21112001,mean,4,3.8,27.2
1996,21112001,random_walk,7,6.1,42.3
1997,21112001,window_average,4,3.6,20.5
1998,21112001,auto_arima,5,4.1,28.8
1999,21112001,prophet,5,3.7,23.7
2000,21112001D,mean,7,5.4,26.7
2001,21112001D,random_walk,6,5.7,36.3
2002,21112001D,window_average,6,5.2,30.8
2003,21112001D,auto_arima,6,5.0,30.8
2004,21112001D,prophet,5,4.0,21.5
2005,21112001NM,mean,5,4.3,38.8
2006,21112001NM,random_walk,7,5.9,64.5
2007,21112001NM,window_average,5,4.3,31.0
2008,21112001NM,auto_arima,5,4.3,30.4
